tatoeba	449297	कल रात मैं बारिश में फंस गया और तर तर भीग गया।
tatoeba	449298	हम यह फ़ैसला नहीं ले पा रहें हैं कि कॉलेज जाएं या न जाएं।
tatoeba	449320	मुझे पक्का विश्वास है कि तुम निर्दोश हो।
tatoeba	449323	उसने अपने आप से कहा: "मैं बहुत खुश हूँ"
tatoeba	449324	अपने हाथ इस तौलिए से पोंछो।
tatoeba	449329	बहुत रोमैंटिक है!
tatoeba	449349	मैं अंग्रेज़ी पढ़ सकता हूँ।
tatoeba	449350	मैं अंग्रेज़ी पढ़ सकती हूँ।
tatoeba	449353	तुम्हें फ़िल्म देखनी चहिए थी।
tatoeba	449358	लड़के तो लड़के ही रहेंगे।
tatoeba	449361	मैं वह द्रिश्य देख नहीं सका।
tatoeba	449362	मैं वह द्रिश्य देख नहीं सकी।
tatoeba	449364	उसकी सफ़लता सालों की मेहनत का फल है।
tatoeba	449367	मेरे पापा के बाल सफ़ेद हो गए हैं।
tatoeba	449371	बेहतर होगा कि इस बात को अनदेखा किया जाए।
tatoeba	449377	जल्दबाज़ी में काम करोगे तो ग़लतियाँ तो होंगीं ही।
tatoeba	449384	मेरे पास तुमसे मिलने के लिए समय नहीं है।
tatoeba	449386	मेरा आज अंग्रेज़ी पढ़ने का मन नहीं है।
tatoeba	449398	उसने उसके अच्छेपन का दुर्व्यवहार किया।
tatoeba	450024	मैं १९६० में पैदा हुआ था।
tatoeba	450034	हम सब धरती पर रहते हैं।
tatoeba	450304	बारह बजने वाले हैं।
tatoeba	450306	रेलगाड़ी में १५ डब्बे हैं।
tatoeba	450308	जब वह अगली बार आएगा, मैं उसे इसके बारे में बाताऊँगा।
tatoeba	450309	जब वह अगली बार आएगा, मैं उसे इसके बारे में बाताऊँगी।
tatoeba	450312	चिल्लाओ मत!
tatoeba	450313	चिल्लाईए मत।
tatoeba	450327	मेरी दोनो बहनें शादीशुदा हैं।
tatoeba	450328	वह कहानी सुन कर पागल हो गया।
tatoeba	450329	वह दुकान चमड़े के उत्पाद बेचती थी।
tatoeba	450330	कराटे निहत्थे रक्षा की कला है।
tatoeba	450331	कराटे बेहथियार रक्षा की कला है।
tatoeba	450332	वह किताब को खरीदना चाह्ता था।
tatoeba	450333	इस नोट को सिक्कों में बदल दीजिए।
tatoeba	450334	उन्होंने ज़्यादा मेहनत से काम करने का इरादा किया।
tatoeba	450335	माफ़ किजिए, पर मैं आपसे सहमत नहीं हूँ।
tatoeba	450336	मैं तुमसे सहमत नहीं हूँ।
tatoeba	450337	मैं इस कोटे तक भला कैसे पहुंच सकता हूँ?
tatoeba	450338	तुम रेलगाड़ी से जाओगे क्या?
tatoeba	450339	मैं उसे पहचानता हूँ पर मैंने उससे कभी बात नहीं करी है।
tatoeba	450340	मैं उसे पहचानता हूँ पर मैं उससे कभी मिला नहीं हूँ।
tatoeba	450343	मुझे इस विषय पर कुछ नहीं कहना है।
tatoeba	450344	मुझे इस समस्या के बारे में कुछ नहीं कहना है।
tatoeba	450346	मैं एक रात और रह सकता हूँ क्या?
tatoeba	450347	उसने हमेशा की तरह लापरवाही में ग़लती की।
tatoeba	450348	डब्बा लकड़ी का बना है।
tatoeba	450349	अभी कितने बजे हैं?
tatoeba	450351	अभी क्या समय हो रहा है?
tatoeba	450353	जो सही है वो करो।
tatoeba	450354	तम्हें नहीं लगता कि एसी कुछ ज़्यादा ही तेज़ चल रहा है?
tatoeba	450355	दरवाज़े पर ताला लगा हुआ था और हम अंदर नहीं जा सके।
tatoeba	450356	वह वह खिड़की है जिसको टॉम ने कल थोड़ा था।
tatoeba	450357	यह उपन्यास बहुत रोमांचक है।
tatoeba	450358	उन्होंने अपने ऊपर मुसीबत बुलाई।
tatoeba	450359	डॉक्टर ने उसे सिगरेट न पीने की सलह दी।
tatoeba	450360	डॉक्टर ने उन्हें सिगरेट न पीने की सलह दी।
tatoeba	450361	आप कोई दिलचस्प किताब पढ़ रहें हैं क्या?
tatoeba	450362	तुम कोई दिलचस्प किताब पढ़ रहे हो क्या?
tatoeba	450363	तुम कोई दिलचस्प किताब पढ़ रही हो क्या?
tatoeba	450364	यह सिद्धांत मेरे समझने से बाहर है।
tatoeba	450366	जर्मन तो छोड़ो वह तो अंग्रेज़ी भी नहीं बोल सकता।
tatoeba	450367	उस दिन हवा बहुत तेज़ थी।
tatoeba	450368	उस लड़की ने रोने के अलावा और कुछ नहीं किया।
tatoeba	450369	तुम ब्रिज पर खड़े हुए आदमी को जानते हो क्या?
tatoeba	450370	उन दो मंदिरों में तोदाइजी बड़ा वाला है।
tatoeba	450371	तुम हमेशा के लिए तो जापान नहीं जा रहे हो ना?
tatoeba	450372	कनाडा में कौनसी भाषाएं बोली जाती हैं?
tatoeba	450373	ख़रीदो या न ख़रीदो तुम्हारे ऊपर है।
tatoeba	450374	मैं पूरी सुबह से चिट्ठियाँ लिख रहा हूँ।
tatoeba	450375	मैं पूरी सुबह से चिट्ठियाँ लिख रही हूँ।
tatoeba	450376	जो मरने वाले हैं वे तुम्हें सलाम करते हैं।
tatoeba	450377	जो मरने वाले हैं वे आपको सलाम करते हैं।
tatoeba	450378	यहां डाक टिकटें नहीं बेची जातीं हैं।
tatoeba	450380	उसने दिनों तक खाना नहीं खाया।
tatoeba	450381	उसने गाते गाते काम किया।
tatoeba	450382	मैं परेशान था क्योंकि मुझे फ़्रांसीसी बोलनी नहीं आती थी।
tatoeba	450383	मैं टैक्सी का इंतेज़ार कर रहा था।
tatoeba	450384	मैं टैक्सी की प्रतीक्षा कर रहा था।
tatoeba	450385	उसने उससे पैसे जुटाने के लिए कहा।
tatoeba	450386	मैं कमरे की सफ़ाई करूँ क्या?
tatoeba	450387	वह पैसेवाला तो है, पर भरोसेमंद नहीं है।
tatoeba	450388	मुश्किल यह है कि उनके पास समय नहीं है।
tatoeba	450389	क़ानून ने लोगों को फ़ुटबॉल खेलने से बहुत देर तक रोका।
tatoeba	450391	लंदन के लोगों को इस ब्रिज पर गर्व है।
tatoeba	450392	उसने मुझसे उसकी असभ्यता के बारे में शिक़ायत करी।
tatoeba	450394	उसने मेरे अज्ञान पर आशंका जताई।
tatoeba	450395	मानो कोई सपना सच आ गया हो।
tatoeba	450396	उसने मुझ पर बेईमानी का दोष लगाया।
tatoeba	450397	यहां, बैठिये।
tatoeba	450398	अपना वादा मत तोड़ो।
tatoeba	450399	उसने जैसे ही अपनी मम्मी को देखा, वह चिल्ला उठी।
tatoeba	450401	मैं इस योजना से सहमत हूँ।
tatoeba	450403	वह अपने बाल कटवाना चाह्ती थी, पर उसकी मम्मी राज़ी नहीं थी।
tatoeba	450404	वह अरबी पढ़ सकता है।
tatoeba	450405	उसने यह किताब कल पढ़ी थी।
tatoeba	450407	मैं तुमसे बात करना चाह्ता हूँ।
tatoeba	450408	मुझे बताओ क्या हुआ।
tatoeba	450409	वह चिंतित है क्योंकि पिछले कुछ महीनों से उसके बेटे की कोई भी ख़बर नहीं आई है।
tatoeba	450410	उसने किसी भी मौके को हाथ से जाने नहीं दिया।
tatoeba	450411	हम जल्दबाज़ी में ट्रेन स्टेशन गए।
tatoeba	450412	मैं पैरिस जाकर आर्ट पढ़ना चाहता हूँ।
tatoeba	450413	मैं पैरिस जाकर आर्ट पढ़ना चाहती हूँ।
tatoeba	450414	जंग ने देश को नष्ट कर डाला।
tatoeba	450415	उसका चरित्र उसकी बहन से मिलता-जुलता है।
tatoeba	450417	वे अंग्रेज़ी सीखने को तैयार हैं।
tatoeba	450418	फ़िल्म देखने चलें क्या?
tatoeba	450419	हो सके तो मैं उससे मिलना नहीं चाहूँगा।
tatoeba	450420	हो सके तो मैं उससे मिलना नहीं चाहूँगी।
tatoeba	450421	वह चिट्ठी को डाक में डालना भूल गई।
tatoeba	450422	वह चिट्ठी को डाक करना भूल गई।
tatoeba	450423	मुझे नींद आ गई।
tatoeba	450424	ऐसा अक्सर होता है।
tatoeba	450425	मैं अपनी मम्मी के लिए तोह्फ़ा ढूँढ रहा हूँ।
tatoeba	450426	वह अपने परिवार के सुख के लिए बहुत मेहनत करता था।
tatoeba	450428	शेर मास खाते हैं।
tatoeba	450431	शब्दकोश (डिक्शनरी) के बिना अंग्रेज़ी की पढ़ाई करना बहुत मुश्किल होगा।
tatoeba	450433	बाद में मिलेंगे।
tatoeba	450434	फिर मिलेंगे।
tatoeba	450436	तुम आज सुबह देर से क्यों आए?
tatoeba	450438	उसने पैसेवाले से शादी की।
tatoeba	450440	मैं अपनी माँ का इंतेज़ार कर रहा हूँ।
tatoeba	450441	उन दिनों में मैं (रात में) जल्दी से सो जाया करता था।
tatoeba	450443	वह सड़क नदी के साथ साथ चलती है।
tatoeba	450445	मुझे नीला वाला पसंद है, कितने का है?
tatoeba	450446	मुझे नीली वाली पसंद है, कितने की है?
tatoeba	450447	आठ से दस बजे के बीच हुआ।
tatoeba	450448	आठ से दस बजे के बीच हुई।
tatoeba	450450	बच्चे पर ध्यान रखना थोड़ी देर के लिए।
tatoeba	450457	पापा बाथरूम में दाढ़ी बना रहे हैं।
tatoeba	450459	वह औरत पैसेवाली लगती है।
tatoeba	450460	वह औरत दिखने से अमीर लगती है।
tatoeba	450461	मेरे पैसे चोरी हो गए।
tatoeba	450462	बादल छंट रहे हैं।
tatoeba	450935	हमारे पास कितनी कटोरियाँ हैं?
tatoeba	450938	तुम्हें पता नहीं कि वे दो साल पहले ही गुज़र चुके थे?
tatoeba	450939	आज मौसम बहुत गरम है।
tatoeba	450943	मुझे अपना नाम और फ़ोन नम्बर बताईये।
tatoeba	450944	वह भारत के किसी गाँव में रह रही है।
tatoeba	450948	आज मौसम काफ़ी ठंडा है।
tatoeba	450952	हम उस पर कितना भरोसा कर सकते हैं?
tatoeba	450953	एसी बहुत आवाज़ करता है।
tatoeba	450954	मैं दोनो को जानता था।
tatoeba	450955	मैं हाल में काफ़ी व्यस्त रहा हूँ।
tatoeba	450956	कोई है क्या?
tatoeba	450963	हमे पड़ोसियों के साथ प्रेमपूर्वक रहना चहिए।
tatoeba	450964	तुम हमसे मिलने क्यों नहीं आते?
tatoeba	450965	उनको दूर से बंदूक की आवाज़ सुनाई दी।
tatoeba	450968	जब मैं सड़क पर उसके सामने से गया, उसने जानबूझकर मुझे पहचाना नहीं।
tatoeba	450969	वह मेरी ग़लती थी।
tatoeba	450971	तुम्हारा सपना एक दिन सच हो जाएगा।
tatoeba	450972	जब वह नहीं कर सकते जो करना चाह्ते हो, तो वह करो जो कर सकते हो।
tatoeba	450973	जॉर्ज बुश अमरीका का इकतालिसवा राष्ट्रपति है।
tatoeba	450975	टीवी सेट के लिए और जगह नहीं है।
tatoeba	450976	हम सब तुम्हारे स्वास्थ्य के लिए बहुत चिंतित हैं।
tatoeba	450977	यह तुम्हारे लिए है।
tatoeba	450982	विदेषी भाषा सीखना बहुत मज़ेदार होता है।
tatoeba	450984	उसके हिसाब से, वह नहीं आ रहा।
tatoeba	450987	उसके हिसाब से वह नहीं आ रही।
tatoeba	450992	थोड़ी ऊँची आवाज़ में बोलिए।
tatoeba	451241	हम जंग के ख़िलाफ़ हैं।
tatoeba	451242	हम युद्ध का विरोध करते हैं।
tatoeba	451243	"कौन है?" "मैं हूँ"
tatoeba	451245	मैं खुशकिसमत था कि सफ़ल हो गया।
tatoeba	451276	तुम्हें कॉनसर्ट की टिकटें कैसे मिलीं?
tatoeba	451278	वह इस क्लब का सदस्य पाँच साल पहले बना था।
tatoeba	451279	ओबोन के समय में रेल स्टेशनों पर भागा-दौड़ी मची रहती है।
tatoeba	451280	उसे सब पसंद करते हैं।
tatoeba	451286	मेज़ पर किताब है।
tatoeba	451289	यह वही किताब है जिसे मैं पढ़ना चाह्ता था।
tatoeba	451291	कूटशब्द "Muriel" है।
tatoeba	451292	पासवर्ड "Muriel" है।
tatoeba	451293	तुम परियों में विश्वास करते हो क्या?
tatoeba	451294	तुम परियों में विश्वास करती हो क्या?
tatoeba	451296	हमने एक साथ फ़िल्म देखी और खाना खाया।
tatoeba	451297	स्कूल अप्रैल में शुरू होता है।
tatoeba	451298	उसने बंद दरवाज़े पर खटखटाया।
tatoeba	451299	जॉन मुझसे दो साल छोटा है।
tatoeba	451300	उसने वसीयत में अपनी पत्नी को सारी जायदाद छोड़ दी।
tatoeba	451301	मेरे पिता नें अपनी वसीयत में मुझे बहुत सारे पैसे छोड़े थे।
tatoeba	451302	डॉक्टर ने मेरी नब्ज़ ली।
tatoeba	451303	मैं मैनेजर से मिलना चाह्ता हूँ।
tatoeba	451304	मैं मैनेजर से मिलना चाह्ती हूँ।
tatoeba	451337	आप कहाँ रहते हैं?
tatoeba	451338	तुम कहाँ रहते हो?
tatoeba	451339	तू कहाँ रहता है?
tatoeba	451340	तुम कहाँ रहती हो?
tatoeba	451341	तू कहाँ रहती है?
tatoeba	452262	रेलगाड़ी से चलते हैं।
tatoeba	452263	तुमने असली हीरा कभी देखा ही नहीं है।
tatoeba	452346	हमारी आज स्कूल से छुट्टी है।
tatoeba	452350	तुम नाकामयाब इसलिए रहे क्योंकि तुमने पूरी तरह मेहनत नहीं लगाई।
tatoeba	452378	तुम पहले किस घर में रहते थे?
tatoeba	452398	उस सूपरमार्केट में तुम लगभग कोई भी रोजाने में इस्तेमाल होने वाला सामान ख़रीद सकते हो।
tatoeba	452400	मैंने दूध की दो बोतलें ख़रीदीं।
tatoeba	452402	वह मशीन बहुत सारी बिजली बनाती है।
tatoeba	452404	वह डब्बा बहुत छोटा है, उसमें इतना सारा सामान नहीं आएगा।
tatoeba	452407	इस कमरे में धूम्रपान करना मना है।
tatoeba	452409	मुझे नहीं पता वह कब आएगा।
tatoeba	452410	मुझे नहीं पता वह कब आएगी।
tatoeba	452414	ऐनडर्सन कुत्तों से बहुत डरता है।
tatoeba	452417	मुझे दंत चिकित्सक से मिलना है।
tatoeba	452463	तुम छुट्टियाँ कहाँ जा कर बिताना चाहते हो?
tatoeba	452466	हवा की आवाज़ बहुत डरावनी है, ऐसा लगता है कि भूतों की आवाज़ें है।
tatoeba	452469	मुझे उल्टी आ रही है।
tatoeba	452471	यह नदी एक मील चौड़ी है।
tatoeba	452473	हाल ही में गिरी हुई बरफ़ ने पहाड़ को सफ़ेद रंग दिया है, सच में बहुत ही सुंदर है।
tatoeba	452509	हमारी कल स्कूल की छुट्टी है।
tatoeba	452516	उसने ज़ोर लगाकर खींचा, पर वह पुराना पत्थर ज़रा सा भी नहीं हिला।
tatoeba	452520	तुम मंगलवार को खाली हो क्या?
tatoeba	452523	तुम्हारे पास मंगलवार को समय है क्या?
tatoeba	452531	मैंने उसकी आवाज़ सुनने के बाद ही उसे पहचाना।
tatoeba	452548	मैं ऑक्सफ़र्ड विश्वविद्यालय में विद्यार्थी हूँ।
tatoeba	452564	बहुत देर हो गई है, मुझे वापस जाना चहिए।
tatoeba	452565	तुमने अपना कमरा साफ़ किया है कि नहीं?
tatoeba	455225	हम तुम्हारे साथ सैर करने चलें क्या?
tatoeba	455227	तुम खुलकर बात कर सके क्या?
tatoeba	455228	मुझे रात को खाना खाने के बाद अपने भाई को उसके होमवर्क के साथ मदद करने की आदत है।
tatoeba	455229	उसकी माँ खाना बनाने में लगी हुई थी।
tatoeba	455230	उसके पास थोड़े-बहुत पैसे हैं।
tatoeba	455231	मेज़ के नीचे एक बिल्ली है।
tatoeba	455235	मेरे ख़याल से तुम्हे सिगरेट पीना छोड़ देना चहिए।
tatoeba	455236	मैं तुम्हे सिगरेट पीना छोड़ देने की सलाह देना चाह्ता हूँ।
tatoeba	455237	तुम जो भी कहो, मैं तो उससे शादी कर के ही रहूँगा।
tatoeba	455239	तुम जो भी कहो, मैं तो उससे ही शादी करूँगा।
tatoeba	455242	उसने टूटे हुए टुकड़ों को वापस जोड़ा।
tatoeba	455243	वह नीचे झुकी।
tatoeba	455244	तुम मुझे पाँच सौ येन उधार दे सकते हो क्या?
tatoeba	455245	मैं थकान से मरा जा रहा था।
tatoeba	455246	वह वहाँ जाने से डरता था।
tatoeba	455247	चलो चलें, जितनी सारी चीज़ें देख सकते हैं देख आएँ।
tatoeba	455248	न मैंने मदद माँगी है, न मैं मदद चाह्ता हूँ।
tatoeba	455249	उसको अपने पुराने कपड़ो पर शर्म आती है।
tatoeba	455250	ऐलन कवि है।
tatoeba	455251	उसने मुझसे पूछा कि मैं उसका पता जानता था या नहीं।
tatoeba	455252	हमे किसी भी चीज़ की कमी नहीं है।
tatoeba	455253	बच्चा पालनी में सो गया।
tatoeba	455254	वह उसी पर भरोसा कर सकती है।
tatoeba	455255	उसका बयान यह है।
tatoeba	455256	मेरे पास आज बहुत काम है।
tatoeba	455297	दुनिया चाय के बिना क्या करेगी?
tatoeba	455301	हमारी चिंता मत करो।
tatoeba	455304	तुम टोक्यो में रहते हो क्या?
tatoeba	455306	दो लड़के कमरे से भागे निकल आए।
tatoeba	455309	मेरी उससे मुलाकात नहीं हुई है।
tatoeba	455311	तुम चलने के लिए तैयार कब होगे?
tatoeba	455314	तुम कुछ बोलते क्यों नहीं?
tatoeba	455318	मेरे दिमाग़ में एक अच्छी तरक़ीब सूझी है।
tatoeba	455319	उस मोटी औरत ने एक बंदर पकड़ा हुआ था।
tatoeba	455583	म्युज़ियम में ज़िन्दा जानवर नहीं हैं।
tatoeba	455585	यह तसवीर जो उन्होंने पेंट करी है बहुत क़ीमती है।
tatoeba	455587	उस तरह का आदमी मुझसे झिलता नहीं है।
tatoeba	455591	भूकम्प आने पर तुम सबसे पहले क्या करोगे?
tatoeba	455595	मैं ग्यारह बजे की ट्रेन पकड़ रहा हूँ।
tatoeba	455599	मई अप्रैल के बाद आता है।
tatoeba	455601	यहाँ बहुत गरम है।
tatoeba	455606	क्या मैं दरवाज़ा खोल सकता हूँ?
tatoeba	455607	बॉब यहाँ आया था ना?
tatoeba	455612	मेरी दो बहनें हैं और दोनो की शादी हो चुकी है।
tatoeba	455615	तुम्हारी याददाश्त अच्छी है।
tatoeba	455620	उसने मुझसे जल्द-से-जल्द उत्तर देने के लिए कहा।
tatoeba	455625	मुझे किसी के खटखटाने की आवाज़ सुनाई दी।
tatoeba	455630	उसने मेरे लिए टेक्सी बुलवाई।
tatoeba	455634	किसी ने भी उसके निर्दोष होने पर विश्वास नहीं किया।
tatoeba	455635	उसका बेटा आलसी और निकम्मा है।
tatoeba	455639	नए ब्रिज को इन्द्रधनुष ब्रिज का नाम दिया गया।
tatoeba	455641	मैं बारिश की वजह से आ नहीं पाया।
tatoeba	457011	मुझे याद है कि मेरी माँ ने मुझे क-ख-ग-ध सिखाए थे।
tatoeba	457013	वह बहुत सुंदर है।
tatoeba	457014	मैं एक छोटी अटैची को ढूँढ रहा हूँ।
tatoeba	457015	मैं आपके लिए कुरसी लेआऊँ?
tatoeba	457016	बच्चों को दवाईयों से दूर रखना चहिए।
tatoeba	457018	तुमने मेरे सामान के साथ क्या किया?
tatoeba	457019	उसने बच्चे को आग से बचाया।
tatoeba	457020	A B से पाँचगुना लम्बा है।
tatoeba	457021	यह मेरी का कुत्ता है।
tatoeba	457022	मेरे ख़याल से आम ज़िन्दगी जीना बहुत अच्छी बात है।
tatoeba	457023	मेने उसे नियम समझाया।
tatoeba	457024	मुझे आज थोड़ा जल्दी घर जाना है।
tatoeba	457025	वह तो ऐसे बात करती है जैसे उसे सब कुछ पता हो।
tatoeba	457029	कुछ नेत्रहीन व्यक्तियों में उनके आास-पास की चीज़ों की दूरी को महसूस करने की क्षतिपूरक क्षमता पैदा हो जाती है।
tatoeba	457034	इस दवाई का स्वाद बहुत कड़वा है।
tatoeba	457035	कृपया अंदर आईये।
tatoeba	457037	मेरी दिखने में तो अपनी माँ की तरह है पर चरित्र में अलग है।
tatoeba	457039	आप एक और कप चाय पीना चाहेंगे क्या?
tatoeba	457041	कल मैं पूरे दिन बिस्तर में था।
tatoeba	457043	जॉन ने मेरी से पूछा कि वह दोपहर में उसके साथ बाज़ार जाना चाह्ती है क्या।
tatoeba	457044	आपको लाईन में लगकर इंतेज़ार करना पड़ेगा।
tatoeba	457046	मुझे कल तक इसके बारे में कुछ भी नहीं पता था।
tatoeba	457047	अगर कल बारिश हुई तो तुम घर में रहोगे क्या?
tatoeba	457048	मुझे इस पहाड़ के बारे में जानना है।
tatoeba	457049	चादरें गीलीं लगतीं हैं।
tatoeba	457050	मैं तो संतुष्ट हूँ।
tatoeba	457051	मैं कल उससे मिलने जाऊँगा।
tatoeba	457052	मैं यहाँ से अगले रविवार को साढ़े दस बजे निकल जाऊँगा।
tatoeba	457056	मुझे यह वाला पसंद है।
tatoeba	457057	जापान में घर के अंदर जाने के समय जूते उतारे जाते हैं।
tatoeba	457063	हवाईजहाज़ ने ठीक छः बजे उड़ान ली।
